Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,sentiment,neg,neu,pos,compound,Original_Tweeter,Community,adjusted_sentiment,cleaned_text
2642,Zatrine,Today is going to be a bit sad for Marvel fans because it'll be a year since Chadwick Boseman passed away. R.I.P Chadwick https://t.co/sPxJydKHsd,Sat Aug 28 12:20:36 +0000 2021,,25,0,0,2021-08-28 12:20:00,True,"{'neg': 0.164, 'neu': 0.688, 'pos': 0.148, 'compound': -0.0772}",0.164,0.688,0.148,-0.0772,self,Other,neu,today going bit sad marvel fans itll year since chadwick boseman passed away rip chadwick
2643,Chris Miller,Remembering Chadwick Boseman today. Today marks one year since we heard the heartbreaking news that Chadwick had passed. Thank you for the joy that you brought to countless people. Your legacy continues to live on. #chadwickboseman #WakandaForever Photo Credit: Sam Jones https://t.co/sVYk4SsF2N,Sat Aug 28 12:15:32 +0000 2021,,300,1,2,2021-08-28 12:15:00,True,"{'neg': 0.088, 'neu': 0.649, 'pos': 0.263, 'compound': 0.7096}",0.088,0.649,0.263,0.7096,self,Other,pos,remembering chadwick boseman today today marks one year since heard heartbreaking news chadwick passed thank joy brought countless people legacy continues live photo credit sam jones
2644,Behind the mic with Jalen Non-Union Lesser Quality,"when i found out the news he passed. i couldn't believe, and it's still a shock to this day.
RIP to you, Chadwick Boseman.
 #chadwickboseman",Sat Aug 28 12:10:16 +0000 2021,None of your Business,2115,1,3,2021-08-28 12:10:00,True,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.2924}",0.0,0.821,0.179,0.2924,self,Other,neg,found news passed couldnt believe still shock day rip chadwick boseman
2645,Marvel Tesseract,"Chadwick Boseman passed away on this day last year after a 4 year battle with colon cancer. Rest In Peace, King 🖤 #WakandaForever https://t.co/42yLYzKVUf",Sat Aug 28 11:50:40 +0000 2021,"Avengers Tower, New York",11876,2984,12403,2021-08-28 11:50:00,True,"{'neg': 0.326, 'neu': 0.512, 'pos': 0.163, 'compound': -0.5423}",0.326,0.512,0.163,-0.5423,self,Other,neg,chadwick boseman passed away day last year 4 year battle colon cancer rest peace king
2646,Marvel Updates,"1 year ago today, Chadwick Boseman passed away after a 4-year battle with colon cancer. RIP #KING #WakandaForever #ChadwickBoseman 🖤 https://t.co/tRTDac4kDu",Sat Aug 28 11:42:15 +0000 2021,,7939,4,28,2021-08-28 11:42:00,True,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.7906}",0.412,0.588,0.0,-0.7906,self,Other,neg,1 year ago today chadwick boseman passed away 4year battle colon cancer rip
2650,DC Updates,"1 year ago today, Chadwick Boseman passed away after a 4-year battle with colon cancer. RIP #KING #WakandaForever #ChadwickBoseman 🖤 https://t.co/DAuEriakKD",Sat Aug 28 11:17:57 +0000 2021,,2006,6,30,2021-08-28 11:17:00,True,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.7906}",0.412,0.588,0.0,-0.7906,self,Other,neg,1 year ago today chadwick boseman passed away 4year battle colon cancer rip
2651,Rah🏳️‍🌈,"#ChadwickBoseman passed away one year ago today😢💜

#RIPChadwickBoseman 

#WakandaForever",Sat Aug 28 11:13:01 +0000 2021,Wakanda,422,0,2,2021-08-28 11:13:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,passed away one year ago today
2653,CoryKarma,"Remembering #ChadwickBoseman who passed away 1 year ago today. 

#WakandaForever https://t.co/N5LZUIAA7X",Sat Aug 28 10:42:45 +0000 2021,"Dry County, USA",890,0,2,2021-08-28 10:42:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,remembering passed away 1 year ago today
2655,ThisMarvelsGuy (TMG) 🎬,"I'm sure you've seen it before, but it has now been 1 year since Chadwick Boseman passed away.

He will apparantly appear and voice T'Challa in 2 more episodes of What If...?

#WakandaForever",Sat Aug 28 10:18:31 +0000 2021,any pronouns 🇨🇦,422,0,1,2021-08-28 10:18:00,True,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.3182}",0.0,0.859,0.141,0.3182,self,Other,neu,im sure youve seen 1 year since chadwick boseman passed away apparantly appear voice tchalla 2 episodes
2657,Farhan #FreePalestine🇵🇸 #filmtwt,"It has now been a year since our King, #ChadwickBoseman  passed away. RIP https://t.co/kmpGSO40Cp",Sat Aug 28 09:54:29 +0000 2021,Japan,1212,1,13,2021-08-28 09:54:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,year since king passed away rip
2658,Davis,Can’t believe it’s been a year since #ChadwickBoseman passed away such a great person and a hero in so many peoples eyes. #RIPChadwickBoseman #WakandaForever✊🏽✊🏽 https://t.co/G6h7QEKaXt,Sat Aug 28 09:14:47 +0000 2021,"Evansville, IN",579,0,3,2021-08-28 09:14:00,True,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.8271}",0.0,0.565,0.435,0.8271,self,Other,pos,cant believe year since passed away great person hero many peoples eyes
2665,‎⎊Captim⎊,"28th August 2020.
One year ago today, Chadwick Boseman passed away.

He has made a remarkable difference in the world and he shall be remembered as a light in the life of many.

A hero, in life and in death. Rest in power, #ChadwickBoseman",Sat Aug 28 08:48:51 +0000 2021,he/they,15955,88,581,2021-08-28 08:48:00,True,"{'neg': 0.118, 'neu': 0.665, 'pos': 0.218, 'compound': 0.5106}",0.118,0.665,0.218,0.5106,self,Other,pos,28th august 2020 one year ago today chadwick boseman passed away made remarkable difference world shall remembered light life many hero life death rest power
2668,Michelle💕,I's been a year since Chadwick Boseman sadly passed away😭💔 We miss you &amp; you'll always be remembered❤️❤️ #WakandaForever #chadwickboseman #ChadwickForever xx https://t.co/bRgXTHUVhn,Sat Aug 28 08:45:30 +0000 2021,,3410,0,10,2021-08-28 08:45:00,True,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5267}",0.286,0.714,0.0,-0.5267,self,Other,neg,year since chadwick boseman sadly passed away miss amp youll always remembered xx
2669,Jacob Dominguez,"Chadwick Boseman passed away 1 year ago today. At times, it still doesn’t feel real that he’s not with us anymore. RIP #ChadwickBoseman, we all miss you. 😔☹️❤️❤️❤️ https://t.co/KXiXZLpPWE",Sat Aug 28 08:35:40 +0000 2021,"Utah, USA",944,0,2,2021-08-28 08:35:00,True,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.1531}",0.091,0.909,0.0,-0.1531,self,Other,neu,chadwick boseman passed away 1 year ago today times still doesnt feel real hes us anymore rip miss
2674,〽️ օէհҽɾ'ʂ 〽️ ìӀҠ,"Chadwick Boseman passed away 1 year ago today 

RIP King 
#ChadwickBoseman https://t.co/8H3pPmq4oZ",Sat Aug 28 07:50:58 +0000 2021,,2405,2,16,2021-08-28 07:50:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,chadwick boseman passed away 1 year ago today rip king
2675,NeekZone,Chadwick Boseman passed away one year ago today. RIP Black Panther. ❤️,Sat Aug 28 07:32:06 +0000 2021,,7,0,0,2021-08-28 07:32:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,chadwick boseman passed away one year ago today rip black panther
2678,Zemo 🚀🦸🏻‍♂️,"Exactly 1 year ago Chadwick Boseman passed away to . I've never watched any other movies that he was in other than the Marvel movies that he was in. I'm sure he was a great actor and I wish I knew more about him.

#WakandaForever https://t.co/6tgtz5nbiP",Sat Aug 28 07:00:00 +0000 2021,JusDead's Basement,141,1,2,2021-08-28 07:00:00,True,"{'neg': 0.088, 'neu': 0.567, 'pos': 0.344, 'compound': 0.7762}",0.088,0.567,0.344,0.7762,self,Other,pos,exactly 1 year ago chadwick boseman passed away ive never watched movies marvel movies im sure great actor wish knew
2679,⎊Manny⩔,"It’s officially been 1 year since one of my fav actors passed away, hope your resting well in paradise Chadwick, we miss you King T’Challa🙅🏻

#chadwickboseman #blackpanther #WakandaForever #RIPChadwickBoseman #RestInPeace #marvel #mcu #tchalla https://t.co/JcbaRKIzsY",Sat Aug 28 06:59:46 +0000 2021,"Illinois, USA",54,0,0,2021-08-28 06:59:00,True,"{'neg': 0.065, 'neu': 0.444, 'pos': 0.492, 'compound': 0.891}",0.065,0.444,0.492,0.891,self,Other,pos,officially 1 year since one fav actors passed away hope resting well paradise chadwick miss king tchalla
2680,SS soux,"It's been a year from today since
#chadwickboseman passed away.
Rest In Peace To Our King💜🖤
#WakandaForever 🖤💜
November 29,1976 - August 28,2020 https://t.co/aPfrYLZdRt",Sat Aug 28 06:53:16 +0000 2021,emirates stadium ,39,0,1,2021-08-28 06:53:00,True,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5423}",0.0,0.759,0.241,0.5423,self,Other,pos,year today since passed away rest peace king november 291976 august 282020
2681,SS soux,"Its been a year from now since #chadwickboseman passed away.
Rest In Peace To Our King #WakandaForever 💜🖤
November 29,1976 - August 28,2020 https://t.co/Rti1NuLCgr",Sat Aug 28 06:49:46 +0000 2021,emirates stadium ,39,0,1,2021-08-28 06:49:00,True,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.5423}",0.0,0.741,0.259,0.5423,self,Other,pos,year since passed away rest peace king november 291976 august 282020
2682,sushree • didn't want to be a half blood,"#WakandaForever 
#chadwickboseman
One year ago in the morning, I saw my friends posting pictures of Black Panther with RIP written at the bottom. I searched on google and turns out Chadwick Boseman passed away due to suffering from cancer.
I cried.
I cried like I lost a friend.",Sat Aug 28 06:24:45 +0000 2021,,30,0,0,2021-08-28 06:24:00,True,"{'neg': 0.342, 'neu': 0.457, 'pos': 0.201, 'compound': -0.7351}",0.342,0.457,0.201,-0.7351,self,Other,neg,one year ago morning saw friends posting pictures black panther rip written bottom searched google turns chadwick boseman passed away due suffering cancer cried cried like lost friend
2683,DreamyTunez,"One year ago today, we heard one of the most shocking news ever. Chadwick Boseman passed away a year ago today and it’s still unbelievable! He was truly a fighter to the end!

WAKANDA FOREVER!!! #RIPChadwickBoseman https://t.co/xjrj1NuAD7",Sat Aug 28 06:13:34 +0000 2021,DreamyTunez Planet,457,0,1,2021-08-28 06:13:00,True,"{'neg': 0.096, 'neu': 0.679, 'pos': 0.225, 'compound': 0.3818}",0.096,0.679,0.225,0.3818,self,Other,pos,one year ago today heard one shocking news ever chadwick boseman passed away year ago today still unbelievable truly fighter end wakanda forever
2686,Pikakofi,Can’t believe it has been already a year since Chadwick Boseman passed away. You will always be the one and only Black Panther. Rest Well King! #WakandaForever,Sat Aug 28 05:13:58 +0000 2021,"SA,TX",294,0,0,2021-08-28 05:13:00,True,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}",0.0,0.877,0.123,0.2732,self,Other,pos,cant believe already year since chadwick boseman passed away always one black panther rest well king
2688,SpiderMax897,RIP CHADWICK BOSEMAN ONE YEAR AGO TODAY HE PASSED IN HONOR I WILL MAKE MY PFP BLACK PANTHER REST IN PEACE GOAT https://t.co/fbCTcCkp3K,Sat Aug 28 04:41:07 +0000 2021,,1405,0,2,2021-08-28 04:41:00,True,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.7717}",0.0,0.676,0.324,0.7717,self,Other,pos,rip chadwick boseman one year ago today passed honor make pfp black panther rest peace goat
2689,Christian Maracle,"One year ago today, we heard one of the most shocking news ever. Chadwick Boseman passed away a year ago today and it’s still unbelievable! He was truly a fighter to the end!

WAKANDA FOREVER!! #RIPChadwickBoseman https://t.co/kUIJ65hwWI",Sat Aug 28 04:37:28 +0000 2021,unknown,8750,73,388,2021-08-28 04:37:00,True,"{'neg': 0.096, 'neu': 0.679, 'pos': 0.225, 'compound': 0.3818}",0.096,0.679,0.225,0.3818,self,Other,pos,one year ago today heard one shocking news ever chadwick boseman passed away year ago today still unbelievable truly fighter end wakanda forever
2692,Ethan,"1 year since #chadwickboseman passed into the green veld, RIP King 🖤 #blackpanther #rip",Sat Aug 28 04:15:59 +0000 2021,"Maine, USA",83,0,0,2021-08-28 04:15:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,1 year since passed green veld rip king
2693,Clipse,@everyone today is a very sad day. This is the day that @chadwickboseman passed away. I think we should all change are pfp to black panther in the memory of him https://t.co/QLb3jas10P,Sat Aug 28 03:44:35 +0000 2021,"Ontario, Canada",1235,1,4,2021-08-28 03:44:00,True,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",0.22,0.78,0.0,-0.4767,everyone,Other,neg,today sad day day passed away think change pfp black panther memory
2694,Evena,Guys tomorrow is a very sad day. Tomorrow it will be 1 year since Chadwick Boseman passed away. So to honor him we should all change are profile pictures to him *WAKANDA FOREVER* https://t.co/1rgJmOKJaY,Sat Aug 28 01:48:33 +0000 2021,,53,0,1,2021-08-28 01:48:00,True,"{'neg': 0.146, 'neu': 0.704, 'pos': 0.15, 'compound': 0.0258}",0.146,0.704,0.15,0.0258,self,Other,neu,guys tomorrow sad day tomorrow 1 year since chadwick boseman passed away honor change profile pictures wakanda forever
2697,Amy🏡 🌄,"“In my culture, death is not the end” ~ #chadwickboseman

Can’t believe it’s already been a year since he passed💔👼🏽",Fri Aug 27 23:46:43 +0000 2021,Cymru🏴󠁧󠁢󠁷󠁬󠁳󠁿,42,1,1,2021-08-27 23:46:00,True,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.5994}",0.328,0.672,0.0,-0.5994,self,Other,neg,culture death end cant believe already year since passed
2698,Nathan Francis,"“I think you realize how much you need to have people that you love. It's not as much about them loving you - it's about you needing to love people.”
🎭 It has been a year since #ChadwickBoseman passed away. RIP. https://t.co/w6QUA0AiuT",Fri Aug 27 23:45:27 +0000 2021,UK  ,5404,1,6,2021-08-27 23:45:00,True,"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9231}",0.0,0.514,0.486,0.9231,self,Other,pos,think realize much need people love much loving needing love people year since passed away rip
2703,New3ar,Tribute to @chadwickboseman aka King T Challa (Black Panther) He passed away exactly Same Day 1 year ago  fighting with his Cancer (4th stage) We Miss you king. #chadwickboseman #blackpanther #wakanda #wakandaforever #digitalart https://t.co/YZe3XHsq6M,Fri Aug 27 18:29:46 +0000 2021,Nepal,16,0,1,2021-08-27 18:29:00,True,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.8176}",0.362,0.638,0.0,-0.8176,chadwickboseman,Other,neg,tribute aka king challa black panther passed away exactly day 1 year ago fighting cancer 4th stage miss king
2705,Emmanuel,@Hotpocketlxrd @Ricardo_Moropa @_joselito_Luis @0tterful @Spiderman721996 @marvel_shots It being a what if may give it a pass but hulk's death wasn't really supposed to happen. He once regenerated from a single cell in the comics,Fri Aug 27 12:03:04 +0000 2021,Kampala,689,0,1,2021-08-27 12:03:00,True,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5994}",0.245,0.755,0.0,-0.5994,Hotpocketlxrd,Other,neg,may give pass hulks death wasnt really supposed happen regenerated single cell comics
2707,Ed Mccollough,"1John 3:13-14 Marvel not,my brethren,if the world hate you. We know that we have passed from death unto life(ever lasting), because we love the brethren.He that loveth not his brother abideth in death.",Fri Aug 27 09:18:50 +0000 2021,"Henderson, TX",17,0,0,2021-08-27 09:18:00,True,"{'neg': 0.354, 'neu': 0.431, 'pos': 0.215, 'compound': -0.6705}",0.354,0.431,0.215,-0.6705,self,Other,neg,1john 31314 marvel notmy brethrenif world hate know passed death unto lifeever lasting love brethrenhe loveth brother abideth death
2715,Rick,"If you are saved by the blood of Jesus Christ. 
The world is not your home.
1 John 3:13-14 KJV
13 Marvel not, my brethren, if the world hate you.
14 We know that we have passed from death unto life, because we love the brethren. He that loveth not his brother abideth in death.",Wed Aug 25 19:18:58 +0000 2021,,120,0,0,2021-08-25 19:18:00,True,"{'neg': 0.278, 'neu': 0.484, 'pos': 0.237, 'compound': -0.4019}",0.278,0.484,0.237,-0.4019,self,Other,neg,saved blood jesus christ world home 1 john 31314 kjv 13 marvel brethren world hate 14 know passed death unto life love brethren loveth brother abideth death
2723,Arham,My cousin who was a huge geek sadly passed away last year because of cancer. He got me into marvel and dc films and took me to my first watch in a cinema. Huge things like these(the spiderverse) make me of how much he would've loved them.,Tue Aug 24 09:41:31 +0000 2021,,778,0,8,2021-08-24 09:41:00,True,"{'neg': 0.221, 'neu': 0.441, 'pos': 0.338, 'compound': 0.5859}",0.221,0.441,0.338,0.5859,self,Other,pos,cousin huge geek sadly passed away last year cancer got marvel dc films took first watch cinema huge things like thesethe spiderverse make much wouldve loved
2727,Future watchin in TN,@CalebABorchers IMO It's why they (Marvel) have to step away from Iron Man ties now that he has passed (RIP) and not tease even the possibility of him returning.,Mon Aug 23 11:20:06 +0000 2021,"ÜT: 36.438796,-82.445968",143,0,1,2021-08-23 11:20:00,True,"{'neg': 0.143, 'neu': 0.683, 'pos': 0.174, 'compound': 0.128}",0.143,0.683,0.174,0.128,CalebABorchers,Other,pos,imo marvel step away iron man ties passed rip tease even possibility returning
2728,rose,watching black panther for the first time since chadwick passed away. i feel sad 🥺,Sun Aug 22 18:31:39 +0000 2021,"Eras Tour Edinburgh N1, 2 + 3!",5558,0,6,2021-08-22 18:31:00,True,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4767}",0.237,0.763,0.0,-0.4767,self,Other,neg,watching black panther first time since chadwick passed away feel sad
2730,Maple,"Hate breeds conflict, and conflict incites war.
With war comes sacrifices.
[Spoiler] used his arts, at the cost of worsening his oripathy, to save more lives.
Team RAINBOW saw their friend pass away. https://t.co/yqFWYImnnA",Sun Aug 22 08:51:07 +0000 2021,Terra,190,0,0,2021-08-22 08:51:00,True,"{'neg': 0.472, 'neu': 0.37, 'pos': 0.158, 'compound': -0.9136}",0.472,0.37,0.158,-0.9136,self,Other,neg,hate breeds conflict conflict incites war war comes sacrifices spoiler used arts cost worsening oripathy save lives team rainbow saw friend pass away
2736,lud 𓊍,"@theironwarmach1 @astrapom I think you need to separate reality and fiction. while chadwick passed away, tchalla isn’t death in the mcu even if we might think he will in the next movie. he isn’t dead, so those type of tweets have no place to exist",Sat Aug 21 02:05:30 +0000 2021,,777,0,13,2021-08-21 02:05:00,True,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.7641}",0.0,0.761,0.239,0.7641,theironwarmach1,Other,neg,think need separate reality fiction chadwick passed away tchalla isnt death mcu even might think next movie isnt dead type tweets place exist
2738,paige.lutzi,"8 days until a year since Chadwick passed, can’t believe the king has been gone that long already 🥺 #marvel #ChadwickBoseman #rip",Fri Aug 20 20:38:49 +0000 2021,,1,0,0,2021-08-20 20:38:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,8 days year since chadwick passed cant believe king gone long already
2744,Deadpan,It's a bit off topic here but stuff like this reminds me why I'm glad that the Marvel Method way of making comics has sorta quietly passed away in favor of standard full scripting. It stops blurring the lines for which artist/writer did which and keeps things more obvious.,Fri Aug 20 13:35:44 +0000 2021,United States,70,0,0,2021-08-20 13:35:00,True,"{'neg': 0.046, 'neu': 0.636, 'pos': 0.318, 'compound': 0.8555}",0.046,0.636,0.318,0.8555,self,Other,pos,bit topic stuff like reminds im glad marvel method way making comics sorta quietly passed away favor standard full scripting stops blurring lines artistwriter keeps things obvious
2746,Damaged 🌟 Princess 🌟 555 🌟,"didnt realize chadwick boseman does voice tchalla in what if which is really nice knowing he was able to do those lines and a person who sounded like him wasnt casted, but also makes me sad that this might be one of his last roles since he passed away…",Fri Aug 20 04:16:24 +0000 2021,"Los Angeles, CA",617,0,0,2021-08-20 04:16:00,True,"{'neg': 0.098, 'neu': 0.726, 'pos': 0.176, 'compound': 0.3597}",0.098,0.726,0.176,0.3597,self,Other,neg,didnt realize chadwick boseman voice tchalla really nice knowing able lines person sounded like wasnt casted also makes sad might one last roles since passed away
2753,Lynn 🦇,@ArashiRaven @BDaveWalters Yeah… sadly he passed away in 2018. Mid production of Endgame and Captain Marvel. (I may have teared up looking at his IMDB where he’s still credited as an executive producer posthumously on other projects),Thu Aug 19 08:50:19 +0000 2021,,84,0,6,2021-08-19 08:50:00,True,"{'neg': 0.103, 'neu': 0.623, 'pos': 0.275, 'compound': 0.5719}",0.103,0.623,0.275,0.5719,ArashiRaven,Other,pos,yeah sadly passed away 2018 mid production endgame captain marvel may teared looking imdb hes still credited executive producer posthumously projects
2759,"Bee defiant 🗽, GO VOTE- 🗳 smart, not DSA.","@melissadderosa ...say: Thank you, Madam Secretary 
and your team. I marvel how you did it, and I'm a lifelong hard working person. 

You will be remembered gratefully and very kindly. The frenzy will pass. Truth will out. 
We know Andrew Cuomo loves NYS. It's reciprocal. Don't go too far away.",Wed Aug 18 22:44:04 +0000 2021,,1181,2,10,2021-08-18 22:44:00,True,"{'neg': 0.092, 'neu': 0.471, 'pos': 0.437, 'compound': 0.9313}",0.092,0.471,0.437,0.9313,melissadderosa,Other,pos,say thank madam secretary team marvel im lifelong hard working person remembered gratefully kindly frenzy pass truth know andrew cuomo loves nys reciprocal dont go far away
2764,Bung Re:Wok ~ COMISSION OPEN ~,"Can't say that I'm a big fan of Chadwick Boseman, I only know some of his best movies. I love Black Panther so much, when he passed away somehow i feel really sad

by hearing his voice again in this What If.. episode,  I feel like he's back to life
#WhatIf https://t.co/dxW8X3O7k1",Wed Aug 18 11:44:10 +0000 2021,,400,0,2,2021-08-18 11:44:00,True,"{'neg': 0.086, 'neu': 0.581, 'pos': 0.333, 'compound': 0.8692}",0.086,0.581,0.333,0.8692,self,Other,pos,cant say im big fan chadwick boseman know best movies love black panther much passed away somehow feel really sad hearing voice episode feel like hes back life
2766,DP 🌿🏹,"I'm gonna give Death Stranding and Avengers a second chance.

I sorta dropped both without giving them a fair shot (for different reasons), and I figure enough time has passed.

First up is Avengers later because the update for Black Panther is going. https://t.co/4qYWiKgOfe",Wed Aug 18 01:30:32 +0000 2021,,231,0,3,2021-08-18 01:30:00,True,"{'neg': 0.234, 'neu': 0.705, 'pos': 0.061, 'compound': -0.6843}",0.234,0.705,0.061,-0.6843,self,Other,neg,im gonna give death stranding avengers second chance sorta dropped without giving fair shot different reasons figure enough time passed first avengers later update black panther going
2771,Melissa (Missy Marvel),@FredOlsen19 I thank God for sure. A friend passed away today and she was only 42. COVID ravaged her lungs quickly. She was a wife and a mom of a young boy. It’s so sad to me.,Mon Aug 16 21:52:35 +0000 2021,"Tallahassee, Florida",909,0,0,2021-08-16 21:52:00,True,"{'neg': 0.123, 'neu': 0.476, 'pos': 0.401, 'compound': 0.7184}",0.123,0.476,0.401,0.7184,FredOlsen19,Other,pos,thank god sure friend passed away today 42 covid ravaged lungs quickly wife mom young boy sad
2778,Alex 🇬🇹,"@WallflowerSo @LizzieContent they are just voice overs, plus they started this before sadly Chadwick (this was his last marvel project) passed away. i think she had plenty of time",Sat Aug 14 20:15:08 +0000 2021,"No one likes us, we don’t care",201,0,3,2021-08-14 20:15:00,True,"{'neg': 0.159, 'neu': 0.682, 'pos': 0.159, 'compound': 0.0}",0.159,0.682,0.159,0.0,WallflowerSo,Other,neu,voice overs plus started sadly chadwick last marvel project passed away think plenty time
2795,Kevin Conner,"@MostDopeMclovin @xXRebelScumXx Yeah I see.

Of course the actual existence of the TVA is an in universe explanation of the Marvel Continuity Editor 😆 which is why Mobius was made in honor of the Continuity Editor who passed away 😞  mobius's comic appearance is based off him.  #homage #sad",Wed Aug 11 01:20:35 +0000 2021,United States,833,0,0,2021-08-11 01:20:00,True,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.802}",0.0,0.699,0.301,0.802,MostDopeMclovin,Other,pos,yeah see course actual existence tva universe explanation marvel continuity editor mobius made honor continuity editor passed away mobiuss comic appearance based
2796,Marvel Jones,"Man I don’t feel good at all!! My cousin passed away from that virus on Monday and that makes me think about life and love life cause death can come knocking at your door and it will be to late to help them, in my cousin name T.L. I’m going to start helping.",Tue Aug 10 23:22:29 +0000 2021,"Memphis,TN / Texas ",240,0,0,2021-08-10 23:22:00,True,"{'neg': 0.164, 'neu': 0.599, 'pos': 0.237, 'compound': 0.4203}",0.164,0.599,0.237,0.4203,self,Other,pos,man dont feel good cousin passed away virus monday makes think life love life cause death come knocking door late help cousin name tl im going start helping
2798,nick,"@Mark5_O You’re right that *Steve Rogers* is more than just a title, but Marvel stripped away the suit/shield and we saw who Steve Rogers was.

The way I see it, The Ancient One was once Sorcerer Supreme. Pass the title along to Steven Strange, it’s still the Ancient One. Just title-less.",Tue Aug 10 13:09:26 +0000 2021,"Minnesota, USA",154,0,0,2021-08-10 13:09:00,True,"{'neg': 0.056, 'neu': 0.745, 'pos': 0.199, 'compound': 0.6808}",0.056,0.745,0.199,0.6808,Mark5_O,Other,pos,youre right steve rogers title marvel stripped away suitshield saw steve rogers way see ancient one sorcerer supreme pass title along steven strange still ancient one titleless
2802,Vonnie932,"https://t.co/3IyQlLDkYk 13 Marvel not, my brethren, if the world hate you.

14 We know that we have passed from death unto life, because we love the brethren. He that loveth not his brother abideth in death.",Mon Aug 09 20:28:50 +0000 2021,"Baltimore, MD",1802,0,0,2021-08-09 20:28:00,True,"{'neg': 0.377, 'neu': 0.393, 'pos': 0.23, 'compound': -0.6705}",0.377,0.393,0.23,-0.6705,self,Other,neg,13 marvel brethren world hate 14 know passed death unto life love brethren loveth brother abideth death
2803,April Dawn,"Marvel not, my brethren, if the world hate you. We know that we have passed from death unto life, because we love the brethren. He that loveth not his brother abideth in death.
1 John 3:13-14 KJV",Mon Aug 09 12:13:29 +0000 2021,Just a pilgrim passing thru KY,1416,0,6,2021-08-09 12:13:00,True,"{'neg': 0.365, 'neu': 0.413, 'pos': 0.222, 'compound': -0.6705}",0.365,0.413,0.222,-0.6705,self,Other,neg,marvel brethren world hate know passed death unto life love brethren loveth brother abideth death 1 john 31314 kjv
2805,Marvel Fans India,"The supervising stunt coordinator on Shang chi and the Legend of the ten rings Brad Allan has tragically passed away... He was Jackie Chan’s favorite protege and the best action designer of this generation....

RIP Brad Allan 💔

#MarvelFansIndia #BradAllan https://t.co/9nAkHmATT0",Sat Aug 07 18:47:29 +0000 2021,India,1899,0,8,2021-08-07 18:47:00,True,"{'neg': 0.116, 'neu': 0.658, 'pos': 0.226, 'compound': 0.5423}",0.116,0.658,0.226,0.5423,self,Other,pos,supervising stunt coordinator shang chi legend ten rings brad allan tragically passed away jackie chans favorite protege best action designer generation rip brad allan
2806,Marvel Stans India,"Brad Allan - Stunt Coordinator For movies like #ShangChi, #KingsManTheSecretService #KingsManGoldenCircle sadly Passed away today.

May His Soul rest in Peace. https://t.co/kfFZC10cEg",Sat Aug 07 18:29:13 +0000 2021,Multiverse,6037,4,18,2021-08-07 18:29:00,True,"{'neg': 0.141, 'neu': 0.556, 'pos': 0.303, 'compound': 0.4939}",0.141,0.556,0.303,0.4939,self,Other,pos,brad allan stunt coordinator movies like sadly passed away today may soul rest peace
