Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,sentiment,neg,neu,pos,compound,Original_Tweeter,Community,adjusted_sentiment,cleaned_text
3036,Shashank,"Not only did Chadwick Boseman pass away on #JackieRobinsonDay his death is in the same week as Black Panther's re-release in theatres worldwide more than two years after its release, something that would have never happened if not for a once-in-a-century pandemic.",Sat Aug 29 03:07:26 +0000 2020,"Denver, CO",1104,0,3,2020-08-29 03:07:00,True,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.5994}",0.17,0.83,0.0,-0.5994,self,Other,neg,chadwick boseman pass away death week black panthers rerelease theatres worldwide two years release something would never happened onceinacentury pandemic
3042,Peter Baker,"RIP Chadwick Boseman, who brought Jackie Robinson to the big screen and passed away on Jackie Robinson Day. His portrayal of a courageous, dignified and deeply human Black Panther was an inspiration to many of all colors and backgrounds. https://t.co/GxhW27lAxk",Sat Aug 29 03:06:51 +0000 2020,,589185,158,946,2020-08-29 03:06:00,True,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.875}",0.0,0.677,0.323,0.875,self,Other,pos,rip chadwick boseman brought jackie robinson big screen passed away jackie robinson day portrayal courageous dignified deeply human black panther inspiration many colors backgrounds
3044,Shyboyluv,"@chadwickboseman has passed away guys, this world is trash. Another major hit towards the black culture and community. Rip Black Panther and thank you https://t.co/oU5eJux6JE",Sat Aug 29 03:06:33 +0000 2020,"Nevada, USA",47,0,0,2020-08-29 03:06:00,True,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}",0.0,0.857,0.143,0.3612,chadwickboseman,Other,pos,passed away guys world trash another major hit towards black culture community rip black panther thank
3052,DynamicsArts,"Black panther star Chadwick Boseman passed away at 43 .

https://t.co/i1F9QPwbVM

#ripChadwick #ripchadwickboseman #BlackPanther #marvel",Sat Aug 29 03:05:55 +0000 2020,,920,0,10,2020-08-29 03:05:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,black panther star chadwick boseman passed away 43
3058,Celebrity Page,"#BreakingNews: #ChadwickBoseman has passed away at the age of 43 after battling colon cancer. 

#WakandaForever  https://t.co/57WLf2APtf",Sat Aug 29 03:05:21 +0000 2020,"Las Vegas, NV & New York, NY",16648,3,3,2020-08-29 03:05:00,True,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.7579}",0.565,0.435,0.0,-0.7579,self,Other,neg,passed away age 43 battling colon cancer
3060,Joshua Quinton Dodd,"Chadwick Boseman, who portrayed Jackie Robinson in “42”, passed away on Jackie Robinson Day. It was also Jack Kirby’s birthday. Jack Kirby created Black Panther, who Boseman also portrayed. Life and death are really strange sometimes. He was only 43. #RIP #WakandaForever",Sat Aug 29 03:05:13 +0000 2020,"Dallas, TX",1074,0,2,2020-08-29 03:05:00,True,"{'neg': 0.176, 'neu': 0.765, 'pos': 0.059, 'compound': -0.6115}",0.176,0.765,0.059,-0.6115,self,Other,neg,chadwick boseman portrayed jackie robinson 42 passed away jackie robinson day also jack kirbys birthday jack kirby created black panther boseman also portrayed life death really strange sometimes 43
3062,DEM 2 the end,Yes!  #chadwickboseman's strength should remind us that we are a strong and resilient ppl.  We will survive the ugliness of 2020.  This too shall pass.  The strength of our black ppl under-gird us in life and in death.  Our strength never dies!,Sat Aug 29 03:05:07 +0000 2020,GA,1230,0,1,2020-08-29 03:05:00,True,"{'neg': 0.199, 'neu': 0.393, 'pos': 0.408, 'compound': 0.7906}",0.199,0.393,0.408,0.7906,self,Other,pos,yes strength remind us strong resilient ppl survive ugliness 2020 shall pass strength black ppl undergird us life death strength never dies
3065,Rob Wieska,"Actor Chadwick Boseman, who played Jackie Robinson before portraying King T’Challa in Black Panther in the Marvel Universe passed away today after a four year battle with cancer.  He was only 43.  MLB celebrated Jackie Robinson Day today.  #wakandaforever https://t.co/D7ww0VOHAj",Sat Aug 29 03:04:56 +0000 2020,,466,0,2,2020-08-29 03:04:00,True,"{'neg': 0.185, 'neu': 0.58, 'pos': 0.235, 'compound': 0.2263}",0.185,0.58,0.235,0.2263,self,Other,pos,actor chadwick boseman played jackie robinson portraying king tchalla black panther marvel universe passed away today four year battle cancer 43 mlb celebrated jackie robinson day today
3067,Paradox Hyena,"I'm so sad to hear the king of Wakanda... Black Panther has passed away. Rest in peace T'Challa. 

#WakandaForever",Sat Aug 29 03:04:54 +0000 2020,"kent, ohio",124,0,1,2020-08-29 03:04:00,True,"{'neg': 0.187, 'neu': 0.602, 'pos': 0.211, 'compound': 0.1027}",0.187,0.602,0.211,0.1027,self,Other,neu,im sad hear king wakanda black panther passed away rest peace tchalla
3068,E.J.🔥,Dang... just found out that Chadwick Boseman passed away. Really sad to see such a talented actor go so soon. Rest In Peace Black Panther. https://t.co/9xAcfto1jY,Sat Aug 29 03:04:53 +0000 2020,"Ruskin, FL",193,1,3,2020-08-29 03:04:00,True,"{'neg': 0.139, 'neu': 0.572, 'pos': 0.289, 'compound': 0.5677}",0.139,0.572,0.289,0.5677,self,Other,pos,dang found chadwick boseman passed away really sad see talented actor go soon rest peace black panther
3070,Alb⎊rran ‎,"It makes me sad how Chadwick Boseman passed away because he inspired so many African Americans through Black Panther. I remember the takeover the movie, characters, soundtrack, and “Wakanda Forever” had on our society. Gone to soon man R.I.P.",Sat Aug 29 03:04:48 +0000 2020,"Chicago, IL",115,1,5,2020-08-29 03:04:00,True,"{'neg': 0.11, 'neu': 0.777, 'pos': 0.113, 'compound': 0.0258}",0.11,0.777,0.113,0.0258,self,Other,neu,makes sad chadwick boseman passed away inspired many african americans black panther remember takeover movie characters soundtrack wakanda forever society gone soon man rip
3071,NR,"The man that played Jackie Robinson, passed away on Jackie Robinson Day RIP🙏

Still bringing us big action films like Black Panther, The Avengers, Da 5 Bloods, &amp; many more while in the fight for his life...hero...legend!",Sat Aug 29 03:04:47 +0000 2020,,255,0,0,2020-08-29 03:04:00,True,"{'neg': 0.085, 'neu': 0.754, 'pos': 0.161, 'compound': 0.3182}",0.085,0.754,0.161,0.3182,self,Other,pos,man played jackie robinson passed away jackie robinson day rip still bringing us big action films like black panther avengers da 5 bloods amp many fight lifeherolegend
3074,Ronale McKenzie,📷 Chadwick Boseman Played Jackie Robinson in 42. Great movie. He passed away on Jackie Robinson Day. #RIP #chadwickboseman kboseman https://t.co/kubL9ZTdqH https://t.co/fhGLcTaMU4,Sat Aug 29 03:04:29 +0000 2020,"Brooklyn, NY",199,0,0,2020-08-29 03:04:00,True,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.7579}",0.0,0.649,0.351,0.7579,self,Other,pos,chadwick boseman played jackie robinson 42 great movie passed away jackie robinson day kboseman
3075,Ronale McKenzie,Chadwick Boseman Played Jackie Robinson in 42. Great movie. He passed away on Jackie Robinson Day. #RIP #chadwickboseman kboseman https://t.co/dojAQvvfGi,Sat Aug 29 03:04:27 +0000 2020,"Brooklyn, NY",199,0,0,2020-08-29 03:04:00,True,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.7579}",0.0,0.649,0.351,0.7579,self,Other,pos,chadwick boseman played jackie robinson 42 great movie passed away jackie robinson day kboseman
3078,Shennice Cleckley,How I’m gonna tell him that #chadwickboseman passed away? He loves Black Panther. It was his first superhero. He was so excited that he looked like him.Thank you Chadwick for bringing so much #blackboyjoy with your representation in films.We shall always remember. #wakandaforever https://t.co/MQDN99tib8,Sat Aug 29 03:03:52 +0000 2020,"Lexington, South Carolina",922,1,4,2020-08-29 03:03:00,True,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8225}",0.0,0.688,0.312,0.8225,self,Other,pos,im gonna tell passed away loves black panther first superhero excited looked like himthank chadwick bringing much representation filmswe shall always remember
3080,dShocc1,"Wow, the actor for Black Panther just passed away at 43... 

A good actor and seemingly a good dude, really sad at such a young age",Sat Aug 29 03:03:50 +0000 2020,Right behind you,129,0,1,2020-08-29 03:03:00,True,"{'neg': 0.136, 'neu': 0.48, 'pos': 0.384, 'compound': 0.7357}",0.136,0.48,0.384,0.7357,self,Other,pos,wow actor black panther passed away 43 good actor seemingly good dude really sad young age
3082,95.7 The Game,"Chadwick Boseman has passed away at the age of 43 due to colon cancer. 

RIP to the star of “Black Panther” and “42” 🙏 https://t.co/TyU6e6NYd0",Sat Aug 29 03:03:41 +0000 2020,"San Francisco, Bay Area",165626,8,112,2020-08-29 03:03:00,True,"{'neg': 0.253, 'neu': 0.747, 'pos': 0.0, 'compound': -0.6597}",0.253,0.747,0.0,-0.6597,self,Other,neg,chadwick boseman passed away age 43 due colon cancer rip star black panther 42
3086,samm,"I can’t believe he passed away, my heart is broken and a man, legend and a great actor. RIP Black Panther, Boseman go shoot hoops with Kobe and Gigi Bryant. Wakanda Forever.",Sat Aug 29 03:03:34 +0000 2020,USA,1668,0,0,2020-08-29 03:03:00,True,"{'neg': 0.192, 'neu': 0.664, 'pos': 0.143, 'compound': -0.1027}",0.192,0.664,0.143,-0.1027,self,Other,neu,cant believe passed away heart broken man legend great actor rip black panther boseman go shoot hoops kobe gigi bryant wakanda forever
3087,Sa-Leemah Cunningham,"This one really hurts! 2020 sucks and I am ready for it to be over! Not Chadwick Boseman 😭😭😭

RIP to a king. He sketched his place in history with Black Panther. He had passed away from a long fought battle with… https://t.co/MjzOCTYyHl",Sat Aug 29 03:03:29 +0000 2020,"Cincinnati, OH",361,0,0,2020-08-29 03:03:00,True,"{'neg': 0.387, 'neu': 0.525, 'pos': 0.088, 'compound': -0.8204}",0.387,0.525,0.088,-0.8204,self,Other,neg,one really hurts 2020 sucks ready chadwick boseman rip king sketched place history black panther passed away long fought battle
3089,lady syafinaz,"#WakandaForever #chadwickboseman 
As a Malaysian Avengers fan , it's sadden me that He passed away. Through his character as King T'Challa/Black Panther have bring an inspiration to the black community and every children around the world. His legacy will always inpired people.",Sat Aug 29 03:03:23 +0000 2020,Malaysia,659,0,1,2020-08-29 03:03:00,True,"{'neg': 0.127, 'neu': 0.671, 'pos': 0.201, 'compound': 0.2732}",0.127,0.671,0.201,0.2732,self,Other,pos,malaysian avengers fan sadden passed away character king tchallablack panther bring inspiration black community every children around world legacy always inpired people
3090,iamLUCKY 🍀,CRAZY!! I get back on Twitter &amp; find out Chadwick passed away. Black Panther is groundbreaking in so many ways &amp; bc of it I hoped to see him in more movies playing equally strong roles. I'm honestly in disbelief. His impact will live on #WakandaForever #BlackPanther ✊🏽🌹 https://t.co/bmirHG5mmU,Sat Aug 29 03:03:20 +0000 2020,Too many places to keep up.,928,0,0,2020-08-29 03:03:00,True,"{'neg': 0.066, 'neu': 0.637, 'pos': 0.296, 'compound': 0.8074}",0.066,0.637,0.296,0.8074,self,Other,pos,crazy get back twitter amp find chadwick passed away black panther groundbreaking many ways amp bc hoped see movies playing equally strong roles im honestly disbelief impact live
3093,Dj Smooth,"Mr. Chadwick Boseman talented actor in Black Panther has passed away at the age of 43 RIP

#chadwickboseman #blackpanther #vanessabryant #kobybryant #firsttake #espnfirsttake #lakers #hiphopmusic #lakersnation… https://t.co/0jh0g83Fiy",Sat Aug 29 03:03:17 +0000 2020,Long Beach ,421,0,0,2020-08-29 03:03:00,True,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.0,0.769,0.231,0.5106,self,Other,pos,mr chadwick boseman talented actor black panther passed away age 43 rip
3094,Grandma,"The Star of The Black Panther movie, Chadwick Bosman, has passed away at the age of 43. So sad R.I.P.",Sat Aug 29 03:03:15 +0000 2020,,1,0,0,2020-08-29 03:03:00,True,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",0.22,0.78,0.0,-0.4767,self,Other,neg,star black panther movie chadwick bosman passed away age 43 sad rip
3096,Dj Smooth,"Mr. Chadwick Boseman talented actor in Black Panther has passed away at the age of 43 RIP

#chadwickboseman #blackpanther #vanessabryant #kobybryant #firsttake #espnfirsttake #lakers #hiphopmusic #lakersnation… https://t.co/m1JRmUSZgQ",Sat Aug 29 03:03:12 +0000 2020,Long Beach ,421,0,0,2020-08-29 03:03:00,True,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.0,0.769,0.231,0.5106,self,Other,pos,mr chadwick boseman talented actor black panther passed away age 43 rip
3097,Dj Smooth,"Mr. Chadwick Boseman talented actor in Black Panther has passed away at the age of 43 RIP

#chadwickboseman #blackpanther #vanessabryant #kobybryant #firsttake #espnfirsttake #lakers #hiphopmusic #lakersnation… https://t.co/Isu39sRGZJ",Sat Aug 29 03:03:08 +0000 2020,Long Beach ,421,0,0,2020-08-29 03:03:00,True,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.0,0.769,0.231,0.5106,self,Other,pos,mr chadwick boseman talented actor black panther passed away age 43 rip
3099,Dj Smooth,"Mr. Chadwick Boseman talented actor in Black Panther has passed away at the age of 43 RIP

#chadwickboseman #blackpanther #vanessabryant #kobybryant #firsttake #espnfirsttake #lakers #hiphopmusic #lakersnation… https://t.co/0U9O8r3EeO",Sat Aug 29 03:03:05 +0000 2020,Long Beach ,421,0,0,2020-08-29 03:03:00,True,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.0,0.769,0.231,0.5106,self,Other,pos,mr chadwick boseman talented actor black panther passed away age 43 rip
3100,Dj Smooth,"Mr. Chadwick Boseman talented actor in Black Panther has passed away at the age of 43 RIP

#chadwickboseman #blackpanther #vanessabryant #kobybryant #firsttake #espnfirsttake #lakers #hiphopmusic #lakersnation… https://t.co/U6REBYqH5o",Sat Aug 29 03:03:00 +0000 2020,Long Beach ,421,0,0,2020-08-29 03:03:00,True,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.0,0.769,0.231,0.5106,self,Other,pos,mr chadwick boseman talented actor black panther passed away age 43 rip
3102,Dj Smooth,"Mr. Chadwick Boseman talented actor in Black Panther has passed away at the age of 43 RIP

#chadwickboseman #blackpanther #vanessabryant #kobybryant #firsttake #espnfirsttake #lakers #hiphopmusic #lakersnation… https://t.co/3Gg4E7uGhk",Sat Aug 29 03:02:55 +0000 2020,Long Beach ,421,0,0,2020-08-29 03:02:00,True,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.0,0.769,0.231,0.5106,self,Other,pos,mr chadwick boseman talented actor black panther passed away age 43 rip
3104,Brandi,@404CodeNinja404 i am in shock!!! black panther is one of my youngest favorite movies ....i was almost in tears telling him that he passed away ...its so sad,Sat Aug 29 03:02:52 +0000 2020,Illinois,924,0,1,2020-08-29 03:02:00,True,"{'neg': 0.378, 'neu': 0.466, 'pos': 0.155, 'compound': -0.5118}",0.378,0.466,0.155,-0.5118,404CodeNinja404,Other,neg,shock black panther one youngest favorite movies almost tears telling passed away sad
3106,♡ 노크 knock,"OMG Chadwick Boseman has passed away?!?! RIP and condolences...

But T'Challa is no more? Is this the end of Black Panther? There was still so much left to his story.",Sat Aug 29 03:02:45 +0000 2020,"California, USA",145,0,0,2020-08-29 03:02:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neg,omg chadwick boseman passed away rip condolences tchalla end black panther still much left story
3107,Dj Smooth,"Mr. Chadwick Boseman talented actor in Black Panther has passed away at the age of 43 RIP

#chadwickboseman #blackpanther #vanessabryant #kobybryant #firsttake #espnfirsttake #lakers #hiphopmusic #lakersnation… https://t.co/n5K7hIGbuB",Sat Aug 29 03:02:44 +0000 2020,Long Beach ,421,0,0,2020-08-29 03:02:00,True,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.0,0.769,0.231,0.5106,self,Other,pos,mr chadwick boseman talented actor black panther passed away age 43 rip
3109,Frank 007,"I am deeply heartbroken that another legend pass away. Thank u @chadwickboseman for your roles black panther, James Brown and the show Lincoln Heights. #RIP #BlackPanther",Sat Aug 29 03:02:29 +0000 2020,,253,0,0,2020-08-29 03:02:00,True,"{'neg': 0.229, 'neu': 0.647, 'pos': 0.124, 'compound': -0.4754}",0.229,0.647,0.124,-0.4754,chadwickboseman,Other,neg,deeply heartbroken another legend pass away thank u roles black panther james brown show lincoln heights
3110,Sassy Blonde 😷,"I feel numb at the news Chadwick Boseman has passed away. His talent was in a stratosphere of its own. His courage was as strong as his most famous character. Rest in paradise. You will be missed. 
#ripchadwickboseman #chadwickboseman #BlackPanther https://t.co/Qdv5LuRrQZ",Sat Aug 29 03:02:28 +0000 2020,"Live, Love b a voice 4 change",3768,0,0,2020-08-29 03:02:00,True,"{'neg': 0.164, 'neu': 0.356, 'pos': 0.48, 'compound': 0.872}",0.164,0.356,0.48,0.872,self,Other,pos,feel numb news chadwick boseman passed away talent stratosphere courage strong famous character rest paradise missed
3112,Ed,"we were just talking about black panther, and i just read chadwick boseman passed away. damn, this is one sad ass year.",Sat Aug 29 03:02:20 +0000 2020,KC (Available Everywhere),998,0,4,2020-08-29 03:02:00,True,"{'neg': 0.482, 'neu': 0.518, 'pos': 0.0, 'compound': -0.8519}",0.482,0.518,0.0,-0.8519,self,Other,neg,talking black panther read chadwick boseman passed away damn one sad ass year
3113,dxedre_26,"Can’t believe #chadwickboseman has passed away, 2020 really isn’t the year. #WakandaForever #ripChadwick😭🙏🏽❤️",Sat Aug 29 03:02:19 +0000 2020,Middle of nowhere,144,0,5,2020-08-29 03:02:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,cant believe passed away 2020 really isnt year
3114,Montreal Alouettes New York,"We are deeply saddened to hear that Black Panther and 42 star Chadwick Bozeman has passed away after a 4 year battle with Colon Cancer, he will be deeply missed he was 43. 🙏🏻🙏🏻😢 https://t.co/E95JKBJp79",Sat Aug 29 03:02:18 +0000 2020,"Syracuse, NY",138,0,1,2020-08-29 03:02:00,True,"{'neg': 0.485, 'neu': 0.515, 'pos': 0.0, 'compound': -0.9214}",0.485,0.515,0.0,-0.9214,self,Other,neg,deeply saddened hear black panther 42 star chadwick bozeman passed away 4 year battle colon cancer deeply missed 43
3115,TewComfy,"Why are people already upset about a Black Panther sequel? He just passed away. This is not the time. 

#WakandaForever",Sat Aug 29 03:02:16 +0000 2020,,26,0,0,2020-08-29 03:02:00,True,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.3818}",0.245,0.755,0.0,-0.3818,self,Other,neg,people already upset black panther sequel passed away time
