Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,Original_Tweeter,mentions,retweet_id,reply_to,neg,neu,pos,compound,Community,engagement_rate,followers_per_tweet,log_engagement_rate,log_followers_per_tweet,tweet_id,tweet_type,linked_tweet_id,tweet_text_lower,content_category
2766,keep it 100,Stan Lee even said that Black Panther was his favorite Marvel movie before he passed away  https://t.co/Uo0LRabjHJ,Sat Aug 29 03:26:38 +0000 2020,OAK | HTX,259,445,3761,2020-08-29 03:26:38+00:00,False,self,,Missing_Retweet_ID,,0.0,0.721,0.279,0.7003,Other,16.23938223938224,0.09363702096890818,2.847196431611062,0.08950885824023833,2810,original,,stan lee even said that black panther was his favorite marvel movie before he passed away  https://t.co/uo0lrabjhj,Marvel
2776,warp point streaming,"Today we lost an amazing actor. Chadwick Boseman who played a phenomenal Black Panther has passed away. He was diagnosed with Stage 3 colon cancer in 2016. He was only 43. Prayers with his family and friends. RIP. WAKANDA FOREVER.
#WakandaForever 
#BlackPanther 
#chadwickboseman https://t.co/kYDqUkUEPP",Sat Aug 29 03:26:00 +0000 2020,"Pittsburgh, PA",214,4,8,2020-08-29 03:26:00+00:00,True,self,,Missing_Retweet_ID,,0.126,0.698,0.175,0.3818,Other,0.056074766355140186,0.07708933717579251,0.05455898425043439,0.07426234475803699,2820,original,,"today we lost an amazing actor. chadwick boseman who played a phenomenal black panther has passed away. he was diagnosed with stage 3 colon cancer in 2016. he was only 43. prayers with his family and friends. rip. wakanda forever.
#wakandaforever 
#blackpanther 
#chadwickboseman https://t.co/kydqukuepp",Black Panther
2787,michelle bennett,Sad to say our black panther has passed away my condolences  to the boseman family gone too soon,Sat Aug 29 03:25:20 +0000 2020,"Brooklyn, NY",3,0,1,2020-08-29 03:25:20+00:00,True,self,,Missing_Retweet_ID,,0.154,0.846,0.0,-0.4767,Other,0.3333333333333333,0.001076426264800861,0.2876820724517809,0.001075847333463104,2831,original,,sad to say our black panther has passed away my condolences  to the boseman family gone too soon,Black Panther
2789,アスナ,"Chadwick Boseman played Black Panther and knowing that he just passed away, no one can play Black Panther as well as he did... REST EASY KING #ChadwickForever https://t.co/RYeFGVBcUZ",Sat Aug 29 03:25:19 +0000 2020,Sa puso mo :),14,0,2,2020-08-29 03:25:19+00:00,False,self,,Missing_Retweet_ID,,0.062,0.644,0.295,0.8091,Other,0.14285714285714285,0.005019720329867336,0.13353139262452263,0.005007163537299325,2833,original,,"chadwick boseman played black panther and knowing that he just passed away, no one can play black panther as well as he did... rest easy king #chadwickforever https://t.co/ryefgvbcuz",Black Panther
2801,frank tremel,"@MyNameIsSimon88 Chadwick Boseman, the man who brought us the charming Black Panther passed away today at the age of 43 due to colon cancer.",Sat Aug 29 03:24:14 +0000 2020,,6,0,1,2020-08-29 03:24:14+00:00,False,MyNameIsSimon88,@MyNameIsSimon88,Missing_Retweet_ID,MyNameIsSimon88,0.146,0.728,0.126,-0.1531,Other,0.16666666666666666,0.0021420921099607284,0.15415067982725827,0.002139801101773967,2845,original,,"@mynameissimon88 chadwick boseman, the man who brought us the charming black panther passed away today at the age of 43 due to colon cancer.",Black Panther
2813,just chill,Chadwick Boseman Died | RIP Chadwick | Black panther Hero passed away https://t.co/LzCepm4IdX via @YouTube,Sat Aug 29 03:23:22 +0000 2020,,1,0,1,2020-08-29 03:23:22+00:00,True,YouTube,@YouTube,Missing_Retweet_ID,,0.198,0.604,0.198,0.0,3.0,1.0,0.00035549235691432633,0.6931471805599453,0.00035542918447751626,2857,original,,chadwick boseman died | rip chadwick | black panther hero passed away https://t.co/lzcepm4idx via @youtube,Black Panther
2826,starwalker_,"Rest In Peace, a king has just passed away. Chadwick Boseman, actor of Black Panther in the mcu has died to cancer  love goes out to his family and his friends at marvel ",Sat Aug 29 03:22:33 +0000 2020,,4,0,1,2020-08-29 03:22:33+00:00,False,self,,Missing_Retweet_ID,,0.168,0.546,0.286,0.6808,Other,0.25,0.0014154281670205238,0.22314355131420976,0.0014144273928105593,2870,original,,"rest in peace, a king has just passed away. chadwick boseman, actor of black panther in the mcu has died to cancer  love goes out to his family and his friends at marvel ",Marvel
2836,dot cine,Just in - #BlackPanther star #ChadwickBoseman (43) passed away. He had been battling colon cancer for the last three years. #ripchadwickboseman   @THR  #Hollywood  @DEADLINE https://t.co/TqvFGxY1Vt,Sat Aug 29 03:21:42 +0000 2020,Chennai India,76,2,3,2020-08-29 03:21:42+00:00,True,THR,"@THR, @DEADLINE",Missing_Retweet_ID,,0.228,0.772,0.0,-0.7579,11.0,0.06578947368421052,0.02679830747531735,0.06371581438610768,0.02644552166455847,2880,original,,just in - #blackpanther star #chadwickboseman (43) passed away. he had been battling colon cancer for the last three years. #ripchadwickboseman   @thr  #hollywood  @deadline https://t.co/tqvfgxy1vt,Black Panther
2850,babygirl_shellie,"@justinbieber @TMobile Hey Justin, have you watched Black panther? Well the guy who played Black panther...he passed away today",Sat Aug 29 03:20:57 +0000 2020,Illinois,2,0,4,2020-08-29 03:20:57+00:00,False,justinbieber,"@justinbieber, @TMobile",Missing_Retweet_ID,justinbieber,0.0,0.791,0.209,0.5423,Other,2.0,0.0007017543859649122,1.0986122886681098,0.0007015082714903455,2894,original,,"@justinbieber @tmobile hey justin, have you watched black panther? well the guy who played black panther...he passed away today",Black Panther
2868,kamila soriano,You gotta be kidding me the actor in Black Panther just passed away! Rest In Wakanda,Sat Aug 29 03:19:16 +0000 2020, None of your buisness,1,0,1,2020-08-29 03:19:16+00:00,False,self,,Missing_Retweet_ID,,0.0,0.899,0.101,0.1759,Other,1.0,0.0003486750348675035,0.6931471805599453,0.00034861426185381155,2912,original,,you gotta be kidding me the actor in black panther just passed away! rest in wakanda,Black Panther
2881,maya 💖,"Chadwick Boseman, notoriously known for playing the role of King TChalla in Black Panther, has passed away due to stage 4 colon cancer.

He was 43.

Rest In Power https://t.co/bW177sVjLl",Sat Aug 29 03:18:23 +0000 2020,"Washington, DC",32,1,1,2020-08-29 03:18:23+00:00,False,self,,Missing_Retweet_ID,,0.133,0.813,0.054,-0.5574,Other,0.0625,0.011107254425546685,0.06062462181643484,0.011046021874906121,2925,original,,"chadwick boseman, notoriously known for playing the role of king tchalla in black panther, has passed away due to stage 4 colon cancer.

he was 43.

rest in power https://t.co/bw177svjll",Black Panther
2884,anjali kashyap,"Black panther actor @chadwickboseman has passed away after battling colon cancer for 4 years. His family confirmed this heartbreaking news today using his social media account...we are shattered my condolences is with his family ....
Rest in peace king of wakanda",Sat Aug 29 03:17:52 +0000 2020,"Bihar, India",10,0,1,2020-08-29 03:17:52+00:00,False,chadwickboseman,@chadwickboseman,Missing_Retweet_ID,,0.254,0.678,0.068,-0.8625,5.0,0.1,0.0034674063800277394,0.09531017980432487,0.0034614087865894763,2928,original,,"black panther actor @chadwickboseman has passed away after battling colon cancer for 4 years. his family confirmed this heartbreaking news today using his social media account...we are shattered my condolences is with his family ....
rest in peace king of wakanda",Black Panther
2894,nasya,"Colon cancer is no joke. Having my own dad pass away from it, hearing about other ppl passing from it really hits home.  Sending prayers to his family  #chadwickboseman",Sat Aug 29 03:17:06 +0000 2020,,222,0,29,2020-08-29 03:17:06+00:00,False,self,,Missing_Retweet_ID,,0.19,0.747,0.063,-0.6597,Other,0.13063063063063063,0.07671043538355218,0.12277555725950444,0.07391049979920972,2938,original,,"colon cancer is no joke. having my own dad pass away from it, hearing about other ppl passing from it really hits home.  sending prayers to his family  #chadwickboseman",Chadwick Boseman
2974,joshferatu,"You little fuckers saying ""Oh sO no Black Panther 2"" 
SHUT UP! 
A man. A great excellent human passed away and y'all talking shit about movies. STOP. The bigger picture is the impact he had on the world as a whole.",Sat Aug 29 03:11:03 +0000 2020,Republic of Blanketsburg ,81,1,4,2020-08-29 03:11:03+00:00,False,self,,Missing_Retweet_ID,,0.245,0.607,0.148,-0.628,Other,0.06172839506172839,0.027236045729657026,0.05989814158106896,0.026871744585595315,3018,original,,"you little fuckers saying ""oh so no black panther 2"" 
shut up! 
a man. a great excellent human passed away and y'all talking shit about movies. stop. the bigger picture is the impact he had on the world as a whole.",Black Panther
3001,mabs,Chadwick Boseman aka black panther passed away?? Wtf,Sat Aug 29 03:09:28 +0000 2020,,28,0,2,2020-08-29 03:09:28+00:00,False,self,,Missing_Retweet_ID,,0.373,0.627,0.0,-0.6322,Other,0.07142857142857142,0.009330223258913695,0.06899287148695145,0.009286965586870186,3045,original,,chadwick boseman aka black panther passed away?? wtf,Black Panther
3037,jesse fresco,Chadwick Boseman passed away on Jack Kirbys birthday.  Jack Kirby co-created Black Panther with Stan Lee.  The created met his creators tonight.,Sat Aug 29 03:07:26 +0000 2020,"Davidsonville, MD",371,12,31,2020-08-29 03:07:26+00:00,False,self,,Missing_Retweet_ID,,0.0,0.913,0.087,0.25,Other,0.11590296495956873,0.12216002634178466,0.10966391121787923,0.11525542290345758,3081,original,,chadwick boseman passed away on jack kirbys birthday.  jack kirby co-created black panther with stan lee.  the created met his creators tonight.,Black Panther
3041,tumlin al tiger,"@chadwickboseman To all Fans.
I am Grieving as much as all of you.
I LOVED Chadwick Boseman as King TChalla as much as all of you. Seeing him pass away like that felt like he vanished from all of us. But his Memory will Live on.
The King Lives in all of Us. Wakanda Forever! 
 https://t.co/OUMTT1InQh",Sat Aug 29 03:06:56 +0000 2020,United States,1052,30,125,2020-08-29 03:06:56+00:00,False,chadwickboseman,@chadwickboseman,Missing_Retweet_ID,chadwickboseman,0.037,0.851,0.112,0.5359,1.0,0.1473384030418251,0.3459388359092404,0.13744482779987635,0.2970917888150384,3085,original,,"@chadwickboseman to all fans.
i am grieving as much as all of you.
i loved chadwick boseman as king tchalla as much as all of you. seeing him pass away like that felt like he vanished from all of us. but his memory will live on.
the king lives in all of us. wakanda forever! 
 https://t.co/oumtt1inqh",Black Panther
3053,jitesh gamit,#ChadwickBoseman passed away due to cancer at age of 43 . You'll be missed . May his soul rest in peace  https://t.co/jdhwsTT7mK,Sat Aug 29 03:05:51 +0000 2020,"Hyderabad, India",114,2,7,2020-08-29 03:05:51+00:00,False,self,,Missing_Retweet_ID,,0.244,0.627,0.129,-0.4767,Other,0.07894736842105263,0.037340320995741895,0.07598590697792203,0.03666005380376195,3097,original,,#chadwickboseman passed away due to cancer at age of 43 . you'll be missed . may his soul rest in peace  https://t.co/jdhwstt7mk,Chadwick Boseman
3054,yankees in 4,"A lot of people remember Chadwick for playing Black panther, but he also played Jackie Robinson in the AMAZING film ""42"", &amp; he happens to pass away on Jackie robinson day ...... chills man",Sat Aug 29 03:05:32 +0000 2020,"Bronx, NY",130,2,8,2020-08-29 03:05:32+00:00,False,self,,Missing_Retweet_ID,,0.0,0.735,0.265,0.8957,Other,0.07692307692307693,0.042567125081859856,0.07410797215372189,0.04168606118569589,3098,original,,"a lot of people remember chadwick for playing black panther, but he also played jackie robinson in the amazing film ""42"", &amp; he happens to pass away on jackie robinson day ...... chills man",Black Panther
3116,carly,I swear to god if I see one more tweet about Black Panther 2 Im losing my shit. You dont ask about a movie when a beautiful person has just passed away.,Sat Aug 29 03:02:16 +0000 2020,,5,0,1,2020-08-29 03:02:16+00:00,False,self,,Missing_Retweet_ID,,0.209,0.621,0.169,-0.1027,Other,0.2,0.0016046213093709885,0.18232155679395465,0.001603335280140547,3160,original,,i swear to god if i see one more tweet about black panther 2 im losing my shit. you dont ask about a movie when a beautiful person has just passed away.,Black Panther
3146,meme_mama_god,Me after hearing that black panther passed away,Sat Aug 29 03:00:24 +0000 2020,,1,0,1,2020-08-29 03:00:24+00:00,False,self,,Missing_Retweet_ID,,0.0,1.0,0.0,0.0,Other,1.0,0.0003178639542275906,0.6931471805599453,0.0003178134461837329,3190,original,,me after hearing that black panther passed away,Black Panther
3150,jordan miller,"@Steveaaaaa @mighty_flynn @jaketapper He just passed away today from colon cancer, he was an incredible actor and person who portrayed Jackie Robinson in 42, Black Panther, and many other big roles",Sat Aug 29 03:00:09 +0000 2020,"New York, USA",364,1,50,2020-08-29 03:00:09+00:00,False,Steveaaaaa,"@Steveaaaaa, @mighty_flynn, @jaketapper",Missing_Retweet_ID,Steveaaaaa,0.128,0.872,0.0,-0.6597,27.0,0.1401098901098901,0.11555555555555555,0.13112465259395764,0.10935253692736376,3194,original,,"@steveaaaaa @mighty_flynn @jaketapper he just passed away today from colon cancer, he was an incredible actor and person who portrayed jackie robinson in 42, black panther, and many other big roles",Black Panther
3151,pomp us,Its with a heavy heart that we share the news that Black Panther Star Chadwick Boseman has passed away from colon cancer. The 43yr old battled this disease for four years and passed away at his home in Los Angeles with his wife and family by his side. #WakandaForever https://t.co/6md4MlYpJ3,Sat Aug 29 03:00:09 +0000 2020,WINNING,3,0,1,2020-08-29 03:00:09+00:00,True,self,,Missing_Retweet_ID,,0.12,0.839,0.04,-0.6597,Other,0.3333333333333333,0.000952078705172961,0.2876820724517809,0.0009516257657090867,3195,original,,its with a heavy heart that we share the news that black panther star chadwick boseman has passed away from colon cancer. the 43yr old battled this disease for four years and passed away at his home in los angeles with his wife and family by his side. #wakandaforever https://t.co/6md4mlypj3,Black Panther
3159,s,i aint even watch black panther like that but having such an iconic black man who played such an important role for sooooo many black youth pass away just like that is so saddening bro im :////////,Sat Aug 29 02:59:25 +0000 2020,,13,0,2,2020-08-29 02:59:25+00:00,True,self,,Missing_Retweet_ID,,0.121,0.66,0.219,0.387,Other,0.15384615384615385,0.00411522633744856,0.14310084364067333,0.0041067819526534105,3203,original,,i aint even watch black panther like that but having such an iconic black man who played such an important role for sooooo many black youth pass away just like that is so saddening bro im :////////,Black Panther
3161,nvwilliams,@balleralert So sadden to hear Black Panther has passed away. RIP great king. ,Sat Aug 29 02:59:11 +0000 2020,"Brooklyn, NY",27,0,2,2020-08-29 02:59:11+00:00,True,balleralert,@balleralert,Missing_Retweet_ID,balleralert,0.205,0.579,0.216,0.0534,Other,0.07407407407407407,0.008541600759253401,0.07145896398214495,0.00850532769448793,3205,original,,@balleralert so sadden to hear black panther has passed away. rip great king. ,Black Panther
